Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Date
1946,Qtr 3,1,11,United States,Lockheed,Lockheed L 049 Constellationnc86513,reading pennsylvania,Air Western and Continental Trans,0.0,5.0,6.0,1946-01-11
1946,Qtr 3,1,13,China,Curtiss,Curtiss C 46,tsinan china,Transport Air Central,0.0,13.0,49.0,1946-01-13
1946,Qtr 3,1,17,Unknown,Curtiss,Curtiss C 46D,cuenca ecuador,ANDESA,0.0,30.0,30.0,1946-01-17
1946,Qtr 3,1,18,United States,Douglas,Douglas C 47,goodland kansas,Corps Air Army U.S. - Military,0.0,13.0,13.0,1946-01-18
1946,Qtr 3,1,20,Unknown,Boeing,Boeing B 17G / Boeing B,off the panama coastmilitary -  (2) u.s. army air forces,Unknown,0.0,20.0,20.0,1946-01-20
1946,Qtr 3,1,25,Unknown,Douglas,Douglas C 47 Dakotakn585,bassein burma,Force Air -Royal Military,0.0,22.0,22.0,1946-01-25
1946,Qtr 3,1,26,Mexico,Fairchild,Fairchild Pilgrim 100Axa Dej,near huatesco veracruz,Mexico Communicaciones Aereos de veracruz,0.0,9.0,9.0,1946-01-26
1946,Qtr 3,1,7,Unknown,Douglas,Douglas C 47A,oslo norway,Airways European British,0.0,3.0,16.0,1946-01-07
1946,Qtr 3,1,9,Unknown,Lockheed,Lockheed 18 56 Lodestar,lakehurst new,Airlines Central JerseyAtlantic,0.0,4.0,6.0,1946-01-09
1946,Qtr 3,1,14,Unknown,Douglas,Douglas C 47Ag,malta-luqa malta,BOAC,0.0,1.0,5.0,1946-01-14
1946,Qtr 3,1,20,Unknown,Avro,Avro 691 Lancastrian 1G Agmf,rouen france,Airways Overseas British,0.0,8.0,9.0,1946-01-20
1946,Qtr 3,1,21,United States,Douglas,Douglas C 47,moline illinois,Airlines Luxury Trans,0.0,2.0,25.0,1946-01-21
1946,Qtr 3,1,24,Unknown,Avro,Avro Ansonsu Adj,cairo egypt,Misrair,0.0,6.0,9.0,1946-01-24
1946,Qtr 3,1,31,United Kingdom,Supermarine,Supermarine Stranraer (Flying Boat)Cf Byl,near prince rupert british,Canada          Columbia Queen Charlotte Airlines,0.0,7.0,7.0,1946-01-31
1946,Qtr 3,1,3,Unknown,Douglas,Douglas Dc 3 (C,holtug denmark,France Air,0.0,22.0,22.0,1946-01-03
1946,Qtr 3,1,4,Unknown,Douglas,Douglas Dc 3F,le bourget france,France Air,1.0,20.0,26.0,1946-01-04
1946,Qtr 3,1,5,United States,Douglas,Douglas Dc 3 (C,elko nevada,Airlines Trans-Luxury,0.0,21.0,22.0,1946-01-05
1946,Qtr 3,1,7,United States,Douglas,Douglas C 47A,nome alaska,Airfreight McKinley Mt.,0.0,4.0,4.0,1946-01-07
1946,Qtr 3,1,7,Unknown,Avro,Avro 685 York Ig Ahew,bathurst gambia,Airways American South British,0.0,24.0,24.0,1946-01-07
1946,Qtr 3,1,15,Canada,Douglas,Douglas C 47A Dakota962,estevan saskatchewan,Canada Military - Royal Canadian Air Force,0.0,21.0,21.0,1946-01-15
1946,Qtr 3,1,17,Unknown,Douglas,Douglas C 47,brussels belgium,Sabena,0.0,1.0,7.0,1946-01-17
1946,Qtr 3,1,18,Canada,Douglas,Douglas Dc 4,near gander newfoundland,Sabena,0.0,27.0,44.0,1946-01-18
1946,Qtr 3,1,19,Unknown,Avro,Avro Lancasternx690,near tripoli libya,Force Air -Royal Military,0.0,25.0,25.0,1946-01-19
1946,Qtr 3,1,20,China,Curtiss,Curtiss Wright C 46,lochi mountain china,Corporation Aviation National China,0.0,28.0,28.0,1946-01-20
1946,Qtr 3,1,25,Unknown,Douglas,Douglas C 47B,near hong kong international airportmilitary - royal air force,Unknown,0.0,19.0,19.0,1946-01-25
1946,Qtr 3,1,27,Brazil,Douglas,Douglas Dc 3A,rio doce brazil,Brasil do Panair,0.0,25.0,25.0,1946-01-27
1946,Qtr 3,1,27,United Kingdom,De Havilland,De Havilland 89A Dragon Rapideg Afff,near milngavie stirlingshire,Scotland Railway Air Service Ltd.,0.0,7.0,7.0,1946-01-27
1946,Qtr 4,1,3,Canada,Douglas,Douglas C 54E,stephenville newfoundland,Airlines Overseas American,0.0,39.0,39.0,1946-01-03
1946,Qtr 4,1,6,Malaysia,Avro,Avro 685 York 1Mw125,off penang malaya,Force Air -Royal Military,0.0,21.0,21.0,1946-01-06
1946,Qtr 4,1,7,Unknown,Fairey,Fairey Firefly Mk1Pp526,apeldoorn the,Service Air Naval Netherlands Royal - NetherlandsMilitary,22.0,1.0,1.0,1946-01-07
1946,Qtr 4,1,8,United States,Douglas,Douglas Dc 4N30051,cheyenne wyoming,Lines Air United,0.0,2.0,41.0,1946-01-08
1946,Qtr 4,1,10,Unknown,Junkers,Junkers Ju 52/3Mf,near sefrou morocco,Ocean Air,0.0,16.0,16.0,1946-01-10
1946,Qtr 4,1,17,India,Douglas,Douglas C 47Bkn236,near chitral india,Force Air Royal - Military,0.0,11.0,11.0,1946-01-17
1946,Qtr 4,1,17,United States,Douglas,Douglas Dc 3Nc38942,laramie wyoming,Services Transport Air National,0.0,13.0,13.0,1946-01-17
1946,Qtr 4,1,23,Unknown,Junkers,Junkers Ju 52/3Mf,gebel kalamoun egypt,Socotra,0.0,1.0,24.0,1946-01-23
1946,Qtr 4,1,1,Unknown,Unknown,Aac 1 Toucanf,st leger-la-montagne france,Roussillon Languedoc CTA,0.0,23.0,27.0,1946-01-01
1946,Qtr 4,1,5,Unknown,Douglas,Douglas C 47Sssr,near moscow russia,Aeroflot,0.0,13.0,26.0,1946-01-05
1946,Qtr 4,1,11,United States,Douglas,Douglas Dc 3 (C,cleveland ohio,Lines Air United,0.0,2.0,20.0,1946-01-11
1946,Qtr 4,1,13,United States,Douglas,Douglas C 53D,lebec california,Airlines Western,0.0,11.0,11.0,1946-01-13
1946,Qtr 4,1,13,Unknown,Douglas,Douglas Dc 3Xa,near cofre de perote mexico,Veracruz de Aéreas Commun. Empressa,0.0,15.0,15.0,1946-01-13
1946,Qtr 4,1,14,Unknown,Douglas,Douglas C 47A,amsterdam netherlands,Airlines Dutch Royal KLM,0.0,26.0,26.0,1946-01-14
1946,Qtr 4,1,16,Unknown,Douglas,Douglas C 47,north pacific oceanmilitary - u.s. army air forces,Unknown,0.0,23.0,23.0,1946-01-16
1946,Qtr 4,1,26,Unknown,Douglas,Douglas Dc 3 (C,san jose costa,LACSA  Costarricenses Aéreas RicaLineas,0.0,22.0,22.0,1946-01-26
1946,Qtr 4,1,30,Unknown,Vickers Viking,Vickers 620 Viking 1T 1,el palomar argentina,Argentina Aérea Fuerza,0.0,5.0,18.0,1946-01-30
1946,Qtr 4,1,4,Unknown,Lisunov,Lisunov Li 2,meshed iran,Aeroflot,0.0,24.0,24.0,1946-01-04
1946,Qtr 4,1,10,Unknown,Curtiss,Curtiss Wright C,near osaka japan,Forces Air Army U.S. - Military,0.0,24.0,24.0,1946-01-10
1946,Qtr 4,1,10,United States,Curtiss,Curtiss Wright R5C,toledo washington,Corps Marine U.S. - Military,0.0,32.0,32.0,1946-01-10
1946,Qtr 4,1,14,Unknown,Douglas,Douglas Dc 3 (C,mt. banahaur philippines,Transport Air Eastern Far,0.0,12.0,14.0,1946-01-14
1946,Qtr 4,1,17,Unknown,Douglas,Douglas C 47Anc88876,caribbean atlantic,Inc. Cargo OceanWinged,0.0,7.0,7.0,1946-01-17
1946,Qtr 4,1,23,Brazil,Avro,Avro 685 York Ilv Xig,near rio de janeiro brazil,FAMA,0.0,21.0,21.0,1946-01-23
1946,Qtr 4,1,24,United States,Douglas,Douglas Dc 3 ( C,near san diego california,Airlines Western,0.0,12.0,12.0,1946-01-24
1946,Qtr 4,1,25,China,Douglas,Douglas C 47,shanghai china,CATA,5.0,11.0,11.0,1946-01-25
1946,Qtr 4,1,25,China,Douglas,Douglas Dc 3,near shanghai china,CNAC,0.0,20.0,30.0,1946-01-25
1946,Qtr 4,1,25,China,Curtiss,Curtiss C 47,near wusong jiangsu,China CNAC,3.0,13.0,34.0,1946-01-25
1946,Qtr 4,1,28,United States,Douglas,Douglas C 47Anc58024,walshville illinois,Skyways Southern City Kansas,0.0,2.0,2.0,1946-01-28
1946,Qtr 4,1,28,India,Douglas,Douglas Dc 3 (C,michigan city indiana,Airlines American,0.0,2.0,21.0,1946-01-28
1946,Qtr 4,1,28,Unknown,Lockheed,Lockheed 049 Consellationnc86505,near shannon ireland,Air Western and Continental Trans,0.0,13.0,23.0,1946-01-28
1947,Qtr 1,1,3,Brazil,Sikorsky,Sikorsky S 43B (Flying Boat)Pp,sao paulo brazil,Brasil do Panair,0.0,11.0,14.0,1947-01-03
1947,Qtr 1,1,5,China,Curtiss,Curtis C 46Xt,tsingtao china,Corporation Aviation National China,0.0,43.0,43.0,1947-01-05
1947,Qtr 1,1,5,Unknown,Douglas,Douglas Dc 3N50046,carmel new,Transport Air JerseyNationwide,0.0,3.0,23.0,1947-01-05
1947,Qtr 1,1,11,China,Douglas,Douglas Dc 4 (C,off laoag china,Transport Air Eastern Far,0.0,7.0,42.0,1947-01-11
1947,Qtr 1,1,11,Unknown,Douglas,Douglas C 47A,near lympne england,Airways Overseas British,0.0,8.0,16.0,1947-01-11
1947,Qtr 1,1,12,United States,Douglas,Douglas Dc 3Nc88872,near galax virginia,Lines Air Eastern,0.0,18.0,19.0,1947-01-12
1947,Qtr 1,1,14,Unknown,Lockheed,Lockheed C 60 Lodestar60,near puebla mexico,Force Air Mexican - Military,0.0,21.0,21.0,1947-01-14
1947,Qtr 1,1,22,Unknown,Douglas,Douglas Dc 3 ( C,puesto araujo colombia,Avianca,0.0,17.0,17.0,1947-01-22
1947,Qtr 1,1,25,China,Douglas,Douglas Dc 3,chongqing china,Corporation Aviation National China,0.0,19.0,19.0,1947-01-25
1947,Qtr 1,1,25,Unknown,Douglas,Douglas C 47Api,hong kongphilippine air lines,Unknown,0.0,4.0,4.0,1947-01-25
1947,Qtr 1,1,25,United Kingdom,Douglas,Douglas C 47 / Douglas Dc,croydon surrey,England Spencer Airways / Ceskoslovenske Aerolinie,0.0,12.0,23.0,1947-01-25
1947,Qtr 1,1,26,Unknown,Douglas,Douglas C C47A,copenhagen denmark,Airlines Dutch Royal KLM,0.0,22.0,22.0,1947-01-26
1947,Qtr 1,1,28,China,Curtiss,Curtiss C 46,near hankow china,Corporation Aviation National China,0.0,25.0,26.0,1947-01-28
1947,Qtr 1,1,1,Unknown,Douglas,Douglas Dc 3Cf,near lisbon portugal,France Air,0.0,19.0,20.0,1947-01-01
1947,Qtr 1,1,5,United States,Douglas,Douglas Dc 3Nc54451,harrington delaware,Freight Air International,0.0,1.0,3.0,1947-01-05
1947,Qtr 1,1,6,Spain,Douglas,Douglas C 54B,pedro bernardo spain,International Cuba Aerovias,0.0,11.0,11.0,1947-01-06
1947,Qtr 1,1,14,United States,Curtiss,Curtiss C 46Enc59486,denver colorado,Airways Slick,0.0,2.0,2.0,1947-01-14
1947,Qtr 1,1,15,Unknown,Douglas,Douglas Dc 4C,near bogota colombia,Avianca,0.0,53.0,53.0,1947-01-15
1947,Qtr 1,1,15,Unknown,Savbia,Savoia Marchetti Sm,off terracina italy,Militari Aerei Corrieri - Military,0.0,16.0,16.0,1947-01-15
1947,Qtr 1,1,21,China,Douglas,Douglas C 47,chungking china,Force Air Chinese - Military,0.0,21.0,21.0,1947-01-21
1947,Qtr 1,1,26,Unknown,Douglas,Douglas C 47Bkk120,china sea pacific,Force Air Royal - OceanMilitary,0.0,12.0,12.0,1947-01-26
1947,Qtr 1,1,5,Unknown,Douglas,Doublas C 47Cccp,near georgia ussraeroflot,Unknown,0.0,23.0,23.0,1947-01-05
1947,Qtr 1,1,8,Unknown,Douglas,Douglas C 47,cordillera colombia,VIARCO,0.0,9.0,9.0,1947-01-08
1947,Qtr 1,1,8,Unknown,Douglas,Douglas C 47Bkk122,l'isola di ischia italy,Force Air Royal - Military,0.0,13.0,13.0,1947-01-08
1947,Qtr 1,1,14,Unknown,Douglas,Douglas Dc 3 (C,mt. moucherolles france,France Air,0.0,23.0,23.0,1947-01-14
1947,Qtr 1,1,17,Unknown,Lockheed,Lockheed 18 Lodestarys 28,near medellin colombia,TACA,0.0,8.0,8.0,1947-01-17
1947,Qtr 1,1,18,Unknown,Avro,Avro York C1Mw198,negombo sri,Force Air Royal - LankaMilitary,0.0,11.0,15.0,1947-01-18
1947,Qtr 2,1,8,Unknown,Douglas,Douglas C 47Ayv,near caracas venezuela,Venezolana Aeropostal Linea,0.0,27.0,27.0,1947-01-08
1947,Qtr 2,1,13,Unknown,Avro,Avro 685 York Ig Ahez,off dakar senegal,Airways American South British,0.0,6.0,15.0,1947-01-13
1947,Qtr 2,1,22,Unknown,Douglas,Douglas Dc 3 (C,columbus georgia,Lines Air Delta,0.0,10.0,10.0,1947-01-22
1947,Qtr 2,1,28,United Kingdom,Lockheed,Lockheed 18 Loadstarcf Tdf,near vancouver british,Canada          Columbia Trans Canada Air Lines,0.0,15.0,15.0,1947-01-28
1947,Qtr 2,1,4,Costa Rica,Lockheed,Lockheed 18 Loadstarti 84,near nicoya guanacaste,Costa Rica TACA,0.0,11.0,11.0,1947-01-04
1947,Qtr 2,1,11,Unknown,Lockheed,Lockheed L 049 Constellationnc86508,delaware bay new,Air Western and Continental JerseyTrans,0.0,4.0,4.0,1947-01-11
1947,Qtr 2,1,16,Unknown,Douglas,Douglas Dc 47Cccp,near khabarovsk russia,Aeroflot,0.0,22.0,22.0,1947-01-16
1947,Qtr 2,1,29,Unknown,Douglas,Douglas Dc 3Tf,hjedinsfjordur iceland,Flugefelag,0.0,25.0,25.0,1947-01-29
1947,Qtr 2,1,29,Unknown,Douglas,Douglas C 54D,atsugi japan,Forces Air Army U.S. - Military,0.0,40.0,40.0,1947-01-29
1947,Qtr 2,1,29,Unknown,Douglas,Douglas C 54Bnc30046,la guardia airport queens,New York United Air Lines,0.0,43.0,48.0,1947-01-29
1947,Qtr 2,1,30,United States,Douglas,Douglas C 54B,port deposit maryland,Lines Air Eastern,0.0,53.0,53.0,1947-01-30
1947,Qtr 2,1,4,Unknown,Junkers,Junkers Ju 52F,near gemenos france,France Air,0.0,2.0,2.0,1947-01-04
1947,Qtr 2,1,11,Brazil,Avro,Avro 691 Lancastrianlv Acs,near natal brazil,Argentina Mercante Aérea Flota,0.0,5.0,18.0,1947-01-11
1947,Qtr 2,1,13,United States,Douglas,Douglas Dc 4 (C,leesburg virginia,Airlines Central Pennsylvania,0.0,50.0,50.0,1947-01-13
1947,Qtr 2,1,19,Unknown,Lockheed,Lockheed 049 46,al mayadin syria,Airways World American Pan,0.0,14.0,36.0,1947-01-19
1947,Qtr 2,1,21,Unknown,Unknown,Li 2Cccp,black sea gulf,KarkinitskyAeroflot of,0.0,8.0,29.0,1947-01-21
1947,Qtr 3,1,1,Unknown,Junkers,Junkers Ju 52/3Mf,near eaeka french,France CameroonsAir,0.0,13.0,13.0,1947-01-01
1947,Qtr 3,1,13,United States,Douglas,Douglas Dc 3Nc79024,melbourne florida,Transport Air Burke,0.0,14.0,36.0,1947-01-13
1947,Qtr 3,1,15,Unknown,Junkers,Junkers Ju 52/3Mf,vichy  cargo,Unknown,0.0,1.0,19.0,1947-01-15
1947,Qtr 3,1,16,Unknown,Avro,Avro 685 Yorkg Agmr,az-zubair iran,Airways Overseas British,0.0,6.0,6.0,1947-01-16
1947,Qtr 3,1,25,Unknown,Avro,Avro 685 York Ilv Xih,moron argentina,Argentina Mercante Aérea Flota,2.0,2.0,6.0,1947-01-25
1947,Qtr 3,1,31,China,Douglas,Douglas C 47,near yumen china,Force Air Chinese - Military,0.0,26.0,26.0,1947-01-31
1947,Qtr 3,1,2,Unknown,Avro,Avro 691 Lancastrian 3G Agwh,andes argentina,Airways American South British,0.0,11.0,11.0,1947-01-02
1947,Qtr 3,1,6,Unknown,Consolidated,Consolidated Pby 5A Catalina34032,north pacific oceanmilitary - u.s. navy,Unknown,0.0,20.0,20.0,1947-01-06
1947,Qtr 3,1,8,Unknown,Douglas,Douglas Dc 3Cnx88787,new york new,Airlines YorkAmerican,0.0,3.0,5.0,1947-01-08
1947,Qtr 3,1,9,Unknown,Douglas,Douglas Dc 3Fse,malmo sweden,Aerotransport AB,0.0,1.0,5.0,1947-01-09
1947,Qtr 3,1,13,Unknown,Lisunov,Lisunov Li 2Yr,bucharest romania,Romano-Sovietice Aeriene Transporturile,0.0,3.0,8.0,1947-01-13
1947,Qtr 3,1,21,United States,Curtiss,Curtiss C 46Enc59488,hanksville utah,Airways Slick,0.0,3.0,3.0,1947-01-21
1947,Qtr 3,1,23,Unknown,Short Sandringham,Short Sandringham 5 (Flying Boat)G Ahzb,bahrain persian,Airways Overseas GulfBritish,0.0,10.0,26.0,1947-01-23
1947,Qtr 3,1,28,Unknown,Short Sandringham,Short Sandringham (Flying Boat)Ln Iav,harsiad norway,Airlines Norwegian,0.0,35.0,35.0,1947-01-28
1947,Qtr 4,1,8,United States,Douglas,Douglas Dc 4Nc90432,near el paso texas,Airlines American,0.0,0.0,54.0,1947-01-08
1947,Qtr 4,1,14,Unknown,Boeing,Boeing 314A Nc18612,ocean 800,Airways International NewfoundlandAmerican of east miles,0.0,0.0,69.0,1947-01-14
1947,Qtr 4,1,16,Unknown,Douglas,Douglas Dc 3,sylva north,CarolinaStratofreight,0.0,3.0,3.0,1947-01-16
1947,Qtr 4,1,16,Spain,Bristol,Bristol 170 Freighter If Bcjn,off cartegena spain,Littoral du Aerienne Societe,0.0,41.0,43.0,1947-01-16
1947,Qtr 4,1,24,United States,Douglas,Douglas Dc 6Nc37510,bryce canyon utah,Lines Air United,0.0,53.0,53.0,1947-01-24
1947,Qtr 4,1,26,United States,Douglas,Douglas Dc 4Anc88920,annette island alaska,Airways World American Pan,0.0,18.0,18.0,1947-01-26
1947,Qtr 4,1,26,Unknown,Douglas,Douglas Dc 4,near mt. hymettus greece,Aerotransport AB,0.0,44.0,44.0,1947-01-26
1947,Qtr 4,1,31,India,Douglas,Douglas C 47Bm965,near srinagar india,Force Air Indian Royal - Military,0.0,25.0,25.0,1947-01-31
1947,Qtr 4,1,2,Unknown,Douglas,Douglas Dc 3,off barrio rizal philippines,Express Air Philippine,0.0,5.0,5.0,1947-01-02
1947,Qtr 4,1,11,Unknown,Douglas,Douglas Dc 6Nc90741,gallup new,Airlines MexicoAmerican,0.0,0.0,25.0,1947-01-11
1947,Qtr 4,1,13,Unknown,Junkers,Junkers Ju 52/3Mf,near bouchox france,Aérienne Navigation de Auxiliare Société,0.0,2.0,2.0,1947-01-13
1947,Qtr 4,1,18,United States,Lockheed,Lockheed L 049,newcastle delaware,Air Western and Continental Trans,0.0,5.0,5.0,1947-01-18
1947,Qtr 4,1,18,Unknown,Bristol,Bristol 170 Freighter Xise Bng,ravello italy,Trafik-Turist-Transportflyg,0.0,20.0,25.0,1947-01-18
1947,Qtr 4,1,21,Unknown,Lisunov,Lisunov Li 2Yr,phouznicie romania,TARS,0.0,13.0,26.0,1947-01-21
1947,Qtr 4,1,27,United States,Douglas,Douglas Dc 3Cnc95486,yakutat alaska,Cargo Air Columbia,0.0,13.0,13.0,1947-01-27
1947,Qtr 4,1,27,Unknown,Douglas,Douglas Dc 3,?china national aviation corporation,Unknown,0.0,2.0,3.0,1947-01-27
1947,Qtr 4,1,27,Serbia,Lisunov,Lisunov Li 2Yu,montenegrin mountains yugoslavia,Airlines Yugoslav JAT,0.0,22.0,22.0,1947-01-27
1947,Qtr 4,1,28,Unknown,Douglas,Douglas C 47B43,near trappa italy,Force Air U.S. - Military,0.0,20.0,20.0,1947-01-28
1947,Qtr 4,1,30,United States,Douglas,Douglas C 54Anc,seattle washington,Airlines Alaska,1.0,8.0,28.0,1947-01-30
1947,Qtr 4,1,10,Canada,Douglas,Douglas C 54D,near goose bay labrador,Force Air U.S. - Military,0.0,23.0,29.0,1947-01-10
1947,Qtr 4,1,11,United States,Douglas,Douglas C 47,near memphis tennessee,Force Air U.S. - Military,0.0,20.0,20.0,1947-01-11
1947,Qtr 4,1,18,Unknown,Ilyushin,Ilyushin Il 12Cccp,krasnoyarsk russia,Aeroflot,0.0,9.0,25.0,1947-01-18
1947,Qtr 4,1,23,China,Short Brothers,Short S 29 Stirling Voo,kunming china,Transport Air,0.0,25.0,30.0,1947-01-23
1947,Qtr 4,1,27,India,Douglas,Douglas Dc 3 (C,korangi creek india,India Air,0.0,23.0,23.0,1947-01-27
1947,Qtr 4,1,28,Unknown,Douglas,Douglas Dc 2,leon mexico,Panini Aéreo Servicio,3.0,5.0,10.0,1947-01-28
1948,Qtr 1,1,6,Unknown,Vickers Viking,Vickers 610 Viking 1Bg Ahpk,ruislip england,Airways European British,0.0,1.0,18.0,1948-01-06
1948,Qtr 1,1,6,Unknown,Douglas,Douglas Dc 3Df,paris france,France Air,0.0,16.0,16.0,1948-01-06
1948,Qtr 1,1,7,Unknown,Douglas,Douglas Dc 3N60331,near savannah georgia,Lines Air Coastal,0.0,18.0,27.0,1948-01-07
1948,Qtr 1,1,8,Unknown,Douglas,Douglas Dc 3F,near palestro algeria,T.A. de Algerienne Comp. Transport,0.0,9.0,9.0,1948-01-08
1948,Qtr 1,1,11,Unknown,Douglas,Douglas Dc 3Hi,ciudad havajillo dominican,RepublicDominicana,0.0,32.0,32.0,1948-01-11
1948,Qtr 1,1,13,United States,Douglas,Douglas Dc 3,oxon hill maryland,Lines Air Eastern,0.0,5.0,9.0,1948-01-13
1948,Qtr 1,1,20,China,Curtiss,Curtiss C 46,near mukden china,Corporation Aviation National China,0.0,11.0,54.0,1948-01-20
1948,Qtr 1,1,28,United States,Douglas,Douglas Dc 3 (C,diablo mts. california,Carriers Transport Airline,0.0,32.0,32.0,1948-01-28
1948,Qtr 1,1,30,Unknown,Avro,Avro 688 Tudor Ig Ahnp,atlantic ocean ne,Airways American South BermudaBritish of,0.0,31.0,31.0,1948-01-30
1948,Qtr 1,1,7,United States,Lockheed,Lockheed L 649 Constellationnc112A,off jacksonville florida,Lines Air Eastern,0.0,1.0,69.0,1948-01-07
1948,Qtr 1,1,10,Unknown,Douglas,Douglas Dc 3Pk,near padalarang indonesia,Airlines Dutch Royal KLM,0.0,19.0,19.0,1948-01-10
1948,Qtr 1,1,12,Unknown,Douglas,Douglas Dc 3Oy,ubrichstein germany,Luftfartselskab Danske Det,0.0,12.0,21.0,1948-01-12
1948,Qtr 1,1,20,Unknown,Douglas,Douglas C 47,collesalvetti,Teseo Aerea ItalySocietà,0.0,7.0,10.0,1948-01-20
1948,Qtr 1,1,21,Unknown,Latécoère,Latecoere 631 (Flying Boat)F Bdrd,off st. marcouf france,Airlines Latecoere,0.0,14.0,14.0,1948-01-21
1948,Qtr 1,1,23,Unknown,Douglas,Douglas Dc 3Pi,davao philippines,Airways Commercial,0.0,12.0,12.0,1948-01-23
1948,Qtr 1,1,25,United States,Douglas,Douglas C 47Anc36498,columbus ohio,Aviation Bruning,0.0,2.0,2.0,1948-01-25
1948,Qtr 1,1,27,Brazil,Douglas,Douglas C 472040,near belem brazil,Force Air Brazilian - Military,0.0,23.0,26.0,1948-01-27
1948,Qtr 1,1,2,Unknown,Junkers,Junkers Ju 52/3Mf,off perpignan france,Aériens Transports de Société,0.0,4.0,4.0,1948-01-02
1948,Qtr 1,1,2,United Kingdom,Douglas,Douglas Dc 3Oo,heathrow airport london,England Sabena,0.0,20.0,22.0,1948-01-02
1948,Qtr 1,1,7,Unknown,Avro,Avro Ansontf Rvl,near skalafell iceland,Airlines Icelandic Loftleidir,0.0,4.0,4.0,1948-01-07
1948,Qtr 1,1,10,United States,Douglas,Douglas Dc 4Nc37478,chicago illinois,Lines Air Delta,0.0,12.0,13.0,1948-01-10
1948,Qtr 1,1,12,United States,Douglas,Douglas Dc 4 (C,mt. sanford alaska,Airlines Orient Northwest,0.0,30.0,30.0,1948-01-12
1948,Qtr 1,1,13,Brazil,Douglas,Douglas Dc 3Pp,sierra cristais brazil,Cruzeiro,0.0,6.0,6.0,1948-01-13
1948,Qtr 1,1,15,Unknown,Douglas,Douglas Dc 3 (C47,villa pinzon colombia,Aviada de Interamericana Agencia,0.0,14.0,14.0,1948-01-15
1948,Qtr 1,1,27,France,Vickers Viking,Vickers 604 Viking 1Bvt Cel,monte cardo corsica,France Indian National Airlines,0.0,19.0,19.0,1948-01-27
1948,Qtr 2,1,5,Unknown,Vickers Viking,Vickers Viking 1B & Soviet Yak 3 Fighterg,near berlin germany,Force Air Soviet - Military / Airways European British,0.0,14.0,14.0,1948-01-05
1948,Qtr 2,1,10,Unknown,Douglas,Douglas Dc 4F,kano nigeria,France Air,0.0,1.0,6.0,1948-01-10
1948,Qtr 2,1,15,Unknown,Lockheed,Lockheed L 049,shannon ireland,Airways World American Pan,0.0,30.0,31.0,1948-01-15
1948,Qtr 2,1,18,Unknown,Lockheed,Lockheed Hudson Iiiavh Ala,territory of new guineanew guinea air traders,Unknown,0.0,37.0,37.0,1948-01-18
1948,Qtr 2,1,24,Unknown,Lisunov,Lisnov Li 2Cccp,near irkutsk russiaaeroflot,Unknown,0.0,28.0,29.0,1948-01-24
1948,Qtr 2,1,13,Unknown,Douglas,Douglas Dc 4,near magazini belgian,(Zaire)Sabena Congo,0.0,31.0,32.0,1948-01-13
1948,Qtr 2,1,13,Unknown,De Havilland,De Havilland Dove 1G Ajou,mount coron france,London of Skyways,0.0,4.0,4.0,1948-01-13
1948,Qtr 2,1,15,Unknown,Douglas,Douglas Dc 3,vrede south,Aviation AfricaMercury,0.0,13.0,13.0,1948-01-15
1948,Qtr 2,1,16,United States,Curtiss,Curtiss C 46Enc59489,columbus ohio,Airways Slick,0.0,2.0,2.0,1948-01-16
1948,Qtr 2,1,20,Unknown,Douglas,Douglas C 47Ag,near bovingdon england,Charter Transport Air,0.0,3.0,4.0,1948-01-20
1948,Qtr 2,1,22,Unknown,Douglas,Douglas C 47 Cccp,khabarovsk russia,Aeroflot,0.0,8.0,9.0,1948-01-22
1948,Qtr 2,1,25,Spain,Handley Page,Handley Page Halifax C 8G,albacete spain,Airways Alpha,1.0,4.0,4.0,1948-01-25
1948,Qtr 2,1,10,Unknown,De Havilland,De Havilland Dh 89A Dragon Rapideg,isle of manhargreaves airways,Unknown,0.0,6.0,8.0,1948-01-10
1948,Qtr 2,1,17,China,Consolidated PBY Catalina,Pby Catalina,over the pearl river china,Pacific Cathy,0.0,25.0,26.0,1948-01-17
1948,Qtr 2,1,17,United States,Douglas,Douglas Dc 6Nc37506,mount carmel pennsylvania,Lines Air United,0.0,43.0,43.0,1948-01-17
1948,Qtr 2,1,26,Unknown,Douglas,Douglas Dc 3Yv,maiquetia venezuela,Venezolana Aeropostal Linea,0.0,1.0,17.0,1948-01-26
1948,Qtr 3,1,1,Unknown,Fiat,Fiat G.212Cpi Elsa,keerbergen belgium,Italiane Linee Avio,0.0,8.0,12.0,1948-01-01
1948,Qtr 3,1,4,United Kingdom,Douglas,Douglas Dc 6 / Raf Yorkse,northolt middlesex,England Scandinavian Airlines (SAS),0.0,39.0,39.0,1948-01-04
1948,Qtr 3,1,7,Unknown,Douglas,Douglas Dc 3F,djiring french,Azur Indo-ChinaAigle,0.0,16.0,16.0,1948-01-07
1948,Qtr 3,1,14,Brazil,Douglas,Douglas C 47App,belem brazil,Brasil Aerovias,0.0,5.0,5.0,1948-01-14
1948,Qtr 3,1,16,Unknown,Consolidated,Consolidated Oa 10 Catalinavr,pacific ocean between hong kong and macaocathay pacific airways,Unknown,0.0,25.0,26.0,1948-01-16
