Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Date
1962,Qtr 2,1,4,Unknown,Tupolev,Tupolev Tu 104Bcccp,sofia bulgaria,Aeroflot,0.0,5.0,5.0,1962-01-04
1962,Qtr 2,1,22,Unknown,Boeing,Boeing B 707,basse-terre guadaloupe,West Indies Air France,0.0,112.0,112.0,1962-01-22
1962,Qtr 2,1,28,Unknown,Antonov,Antonov An 10Acccp11186,near adler russia,Aeroflot,0.0,81.0,81.0,1962-01-28
1962,Qtr 2,1,30,Unknown,Tupolev,Tupolev Tu 104Acccp,near krasnoyarsk ussraeroflot,Unknown,0.0,84.0,84.0,1962-01-30
1962,Qtr 3,1,6,Unknown,Ilyushin,Ilyushin Il 14Cccp,near tashkent uzbekistan,USSRAeroflot,0.0,11.0,38.0,1962-01-06
1962,Qtr 3,1,7,Unknown,McDonnell Douglas,Mcdonnell Douglas Dc 8,near junnar maharashtra,India Alitalia,0.0,94.0,94.0,1962-01-07
1962,Qtr 3,1,9,Unknown,Douglas,Douglas Dc 4Od,off brindisi italy,Airways Mediterranean Trans,0.0,6.0,6.0,1962-01-09
1962,Qtr 3,1,15,Unknown,Douglas,Douglas C 47Avt,near lahore pakistan,Airlines Indian,0.0,1.0,3.0,1962-01-15
1962,Qtr 3,1,16,India,Douglas,Douglas C 47Vt,near loheshyphn india,Airlines Kalinga,0.0,9.0,9.0,1962-01-16
1962,Qtr 3,1,19,Unknown,De Havilland,De Havilland Comet 4Csu Amw,near bangkok thailand,Airlines Arab United,0.0,26.0,26.0,1962-01-19
1962,Qtr 3,1,22,United States,Bristol,Bristol Britannia 314Cf Czb,honolulu hawaii,Lines Air Pacific Canadian,0.0,27.0,40.0,1962-01-22
1962,Qtr 3,1,28,Unknown,Antonov,Antonov An 10Acccp,sochi russia,Aeroflot,0.0,81.0,81.0,1962-01-28
1962,Qtr 3,1,30,Unknown,Douglas,Douglas Dc 3F,coulommiers france,France Air,0.0,4.0,8.0,1962-01-30
1962,Qtr 3,1,1,Unknown,Douglas,Douglas Dc 39N,near kathmandu nepal,Airlines Nepal Royal,0.0,10.0,10.0,1962-01-01
1962,Qtr 3,1,20,Brazil,McDonnell Douglas,Mcdonnell Douglas Dc 8,rio de janeiro brazil,Brazil do Panair,0.0,15.0,105.0,1962-01-20
1962,Qtr 3,1,23,Unknown,Douglas,Douglas Dc 3Hk,barrancabermeja colombia,Airlines Taxader,0.0,20.0,32.0,1962-01-23
1962,Qtr 3,1,24,Unknown,Douglas,Douglas Dc 3Ob,cerro puena paz peru,Faucett,0.0,9.0,9.0,1962-01-24
1962,Qtr 3,1,3,Unknown,Lockheed,Lockheed P2V 7Ka,yanoyaki japan,Force Defense Self Maritime Japan - Military,1.0,12.0,12.0,1962-01-03
1962,Qtr 3,1,3,Unknown,Tupolev,Tupolev Tu 104Acccp,near khabarovsk ussraeroflot,Unknown,0.0,86.0,86.0,1962-01-03
1962,Qtr 3,1,4,United States,Lockheed,Lockheed 18 Lodestarn1000F,near lake milton ohio,Company Oil Ashland - Private,0.0,13.0,13.0,1962-01-04
1962,Qtr 3,1,10,Unknown,Douglas,Douglas C 47Acp,near alcoche bolivia,Abaroa Aerolineas,0.0,4.0,4.0,1962-01-10
1962,Qtr 3,1,10,Unknown,Avia,Avia 14Ok Mct,brno czechoslovakia,Aerolinie Ceskoslovenske,0.0,11.0,34.0,1962-01-10
1962,Qtr 3,1,10,United States,Boeing,Boeing Kc 135A60,near milan washington,Force Air U.S. - Military,0.0,44.0,44.0,1962-01-10
1962,Qtr 3,1,18,Unknown,Aeroflotcccp,Aeroflotcccp 61628,yakut russia,Aeroflot,0.0,32.0,32.0,1962-01-18
1962,Qtr 3,1,20,Unknown,Douglas,Douglas C 47 Skytrainun,kamunza-goi,Nations KatangaUnited,0.0,2.0,10.0,1962-01-20
1962,Qtr 3,1,21,India,Douglas,Douglas C 47Avt,sela pass india,Airlines Kalinga,0.0,8.0,8.0,1962-01-21
1962,Qtr 3,1,23,Unknown,Lockheed,Lockheed 1049H 82 Super Constellationn6923C,north atlantic oceanflying tiger line,Unknown,0.0,28.0,76.0,1962-01-23
1962,Qtr 4,1,10,Unknown,Avia,Avia 14Ok Mct,brno czechoslovakia,Airlinex Czechoslovak,0.0,13.0,42.0,1962-01-10
1962,Qtr 4,1,10,Canada,Vickers Viscount,Vickers 757 Viscountcf Tha,bagotville quebec,Canada Trans Canada Air Lines,0.0,2.0,19.0,1962-01-10
1962,Qtr 4,1,12,Unknown,Fokker,Fokker F 27 Friendship 100Pi,manila philippines,Lines Air Philippine,0.0,3.0,3.0,1962-01-12
1962,Qtr 4,1,12,Spain,Convair,Convair Cv 440,near carmona spain,Airlines Iberia,0.0,18.0,18.0,1962-01-12
1962,Qtr 4,1,19,United States,Convair,Convair Cv 340/440N8415N,windsor locks connecticut,Airlines Allegheny,0.0,1.0,52.0,1962-01-19
1962,Qtr 4,1,25,Unknown,Tupolev,Tupolev Tu 104Bcccp,near moscow russia,Aeroflot,0.0,11.0,11.0,1962-01-25
1962,Qtr 4,1,10,Unknown,Douglas,Douglas Dc 3Xv,near tourane south,Vietnam) (South Vietnam VietnamAir,0.0,27.0,27.0,1962-01-10
1962,Qtr 4,1,19,Unknown,Vickers Viscount,Vickers 828 Viscountja8202,near nagoya japan,Airways Nippon All,0.0,4.0,4.0,1962-01-19
1962,Qtr 4,1,23,Unknown,Ilyushin,Ilyushin Il 18Dha,le bourget france,Airlines Hungarian Malev,0.0,21.0,21.0,1962-01-23
1962,Qtr 4,1,23,United States,Vickers Viscount,Vickers Viscount 745Dn7430,ellicott city maryland,Lines Air United,0.0,18.0,18.0,1962-01-23
1962,Qtr 4,1,23,Unknown,Douglas,Douglas C 54D7502,sao tomé & principemilitary - portuguese air force,Unknown,0.0,23.0,37.0,1962-01-23
1962,Qtr 4,1,26,Brazil,Saab,Saab Scandia / Cessna 310Pp Sra,paraibuna brazil,Private / VASP,0.0,26.0,26.0,1962-01-26
1962,Qtr 4,1,27,Unknown,Boeing,Boeing B 707,lima peru,Varig,0.0,97.0,97.0,1962-01-27
1962,Qtr 4,1,30,Unknown,Douglas,Douglas Dc 7Bn815D,new york new,Lines Air YorkEastern,0.0,25.0,51.0,1962-01-30
1962,Qtr 4,1,6,Unknown,Douglas,Douglas C 47Hk,barrancabermeja colombia,Airlines Taxader,0.0,24.0,26.0,1962-01-06
1962,Qtr 4,1,14,Brazil,Lockheed,Lockheed 049 46,near manaus brazil,Brasil do Panair,0.0,50.0,50.0,1962-01-14
1962,Qtr 4,1,14,United States,Lockheed,Lockheed 1049H Super Constellationn6913C,burbank california,Line Tiger Flying,3.0,5.0,5.0,1962-01-14
1962,Qtr 4,1,19,Unknown,Vickers Viscount,Vickers Viscount 804Sp Lvb,warsaw poland,Airlines Polish Lot,0.0,33.0,33.0,1962-01-19
1962,Qtr 4,1,20,Japan,KB,Kb 50,kadena ab okinawa,Force Air U.S. - Military,0.0,12.0,12.0,1962-01-20
1962,Qtr 4,1,22,Brazil,Convair,Convair Cv 240,near brasilia brazil,Varig,0.0,1.0,40.0,1962-01-22
1962,Qtr 4,1,28,Unknown,Channel Air,Channel Air Bridgeg Arsf,rotterdam the,ATL-98 NetherlandsCarvair,0.0,1.0,18.0,1962-01-28
1962,Qtr 4,1,29,France,Boeing,Boeing B307 1 Stratolinerf,monte renoso corsica,France Air Nautic,0.0,25.0,25.0,1962-01-29
1963,Qtr 1,1,14,United States,Beechcraft,Beechcraft At 11 Kansann65458,kaktovik (barter island) alaska,Wien,0.0,5.0,6.0,1963-01-14
1963,Qtr 1,1,14,Unknown,Lisunov,Lisunov Li 2Cccp,tazovskoye russia,Aeroflot,0.0,12.0,25.0,1963-01-14
1963,Qtr 1,1,15,Brazil,Convair,Convair Cv 240,sao paulo brazil,Cruzeiro,7.0,6.0,45.0,1963-01-15
1963,Qtr 1,1,17,United States,Fairchild,Fairchild F 27N2703,great salt lake utah,Airlines Coast West,0.0,3.0,3.0,1963-01-17
1963,Qtr 1,1,26,United States,Curtiss,Curtiss C 46Fn67933,kotzebue alaska,Airways Skyvan,0.0,1.0,2.0,1963-01-26
1963,Qtr 1,1,29,United States,Vickers Viscount,Vickers Viscount 812N242V,kansas city missouri,Airlines Continental,0.0,8.0,8.0,1963-01-29
1963,Qtr 1,1,30,United States,Lockheed,Lockheed P 3A Orion149672,off patuxent river maryland,Navy U.S. - Military,0.0,14.0,14.0,1963-01-30
1963,Qtr 1,1,1,Unknown,Vickers Viscount,Vickers Viscount 754D / Douglas C 47Od,ankara turkey,ForceC-47 Air Turkish - Military / Airlines East Middle,87.0,17.0,17.0,1963-01-01
1963,Qtr 1,1,3,United States,Lockheed,Lockheed 1049H Super Constellationn9740Z,san francisco california,Airways Slick,0.0,4.0,8.0,1963-01-03
1963,Qtr 1,1,8,Unknown,Antonov,Antonov An 10Acccp,syktyvkar,Unknown,0.0,7.0,7.0,1963-01-08
1963,Qtr 1,1,12,United States,Boeing,Boeing B 720,near miami florida,Airlines Orient Northwest,0.0,43.0,43.0,1963-01-12
1963,Qtr 1,1,25,Canada,Twin-engine Aircraft,Twin Apache,porcupine hills area alberta,Canada Trans Aircraft (Western) Ltd.,0.0,4.0,4.0,1963-01-25
1963,Qtr 1,1,28,United States,Douglas,Douglas Dc 7N842D,boston massachusetts,Lines Air Eastern,1.0,0.0,26.0,1963-01-28
1963,Qtr 1,1,2,Unknown,Douglas,Douglas Dc 3Pi,near davao city philippines,Lines Air Philippine,0.0,27.0,27.0,1963-01-02
1963,Qtr 1,1,5,United States,Piper,Piper Pa 24,camden tennesee,Private,0.0,4.0,4.0,1963-01-05
1963,Qtr 1,1,5,Unknown,Ilyushin,Ilyushin Il 18Vcccp,ashgabat turkmenistan,Aeroflot,0.0,12.0,54.0,1963-01-05
1963,Qtr 1,1,15,Unknown,Avro,Avro 685 York C1Od Acz,near karai iran,Airlines East Middle,0.0,4.0,4.0,1963-01-15
1963,Qtr 1,1,15,Unknown,Douglas,Douglas Dc 6Bcp,near tacora volcano,Peru Lloyd Aereo Boliviano,0.0,39.0,39.0,1963-01-15
1963,Qtr 1,1,20,Unknown,De Havilland,De Havilland Comet 4Csa R,monte matto italy,Flight Royal Arabian Saudi,0.0,18.0,18.0,1963-01-20
1963,Qtr 1,1,23,Unknown,H,H 21B,misaki mountain japan,Force Defense Self Air Japan - Military,0.0,10.0,10.0,1963-01-23
1963,Qtr 1,1,30,Unknown,Douglas,Douglas Dc 3I,near sora italy,Itavia,0.0,11.0,11.0,1963-01-30
1963,Qtr 2,1,4,Unknown,Ilyushin,Ilyushin Il 18 Cccp,tatarstan russia,Aeroflot,0.0,67.0,67.0,1963-01-04
1963,Qtr 2,1,14,Unknown,Vickers Viscount,Vickers Viscount 759Dtf Isu,oslo norway,Icelandair,0.0,12.0,12.0,1963-01-14
1963,Qtr 2,1,3,Brazil,Convair,Convair Cv 340,sao paulo brazil,Cruzeiro,0.0,37.0,50.0,1963-01-03
1963,Qtr 2,1,3,Unknown,Douglas,Douglas Dc 6Bf,near buca cameroon,Afrique Air,0.0,55.0,55.0,1963-01-03
1963,Qtr 2,1,12,Unknown,Douglas,Douglas Dc 3Su,near ayayda egypt,Airlines Arab United,0.0,34.0,34.0,1963-01-12
1963,Qtr 2,1,3,Unknown,Douglas,Douglas Dc 7Cfn290,pacific ocean 116,Alaska      Island Annette of WSW miles Northwest Orient Airlines,0.0,101.0,101.0,1963-01-03
1963,Qtr 2,1,3,India,Douglas,Douglas C 47Vt,pathankot india,Airlines Indian,0.0,29.0,29.0,1963-01-03
1963,Qtr 2,1,10,Unknown,Douglas,Douglas Dc 3Xy,mt. kaolokung burma,Airways Burma of Union,0.0,20.0,20.0,1963-01-10
1963,Qtr 2,1,16,Unknown,Douglas,Douglas C 47Afac,near aysen chile,Force Air Chilean - Military,0.0,19.0,20.0,1963-01-16
1963,Qtr 2,1,16,Unknown,Veb,Veb 14Pyr Ill,bekkessamson hungary,TAROM,0.0,31.0,31.0,1963-01-16
1963,Qtr 2,1,23,Unknown,Fairchild,Fairchild C 119Cp,near augustdorf west,Force Air Belgian Royal - GermanyMilitary,0.0,38.0,47.0,1963-01-23
1963,Qtr 3,1,1,Brazil,Douglas,Douglas Dc 3Pp,passo fundo brazil,Varig,0.0,15.0,18.0,1963-01-01
1963,Qtr 3,1,2,Unknown,Martin,Martin 404N449A,rochester new,Airlines YorkMohawk,0.0,7.0,43.0,1963-01-02
1963,Qtr 3,1,3,Unknown,Douglas,Douglas Dc 3Zk,mt. ngatamahinerua new,Airways National Zealand ZealandNew,0.0,23.0,23.0,1963-01-03
1963,Qtr 3,1,13,Unknown,Tupolev,Tupolev Tu 104Bcccp42492,near irkutsk russia,Aeroflot,0.0,32.0,32.0,1963-01-13
1963,Qtr 3,1,15,Unknown,Douglas,Douglas C 475R,farafangana madagascar,Madagascar Air,0.0,6.0,12.0,1963-01-15
1963,Qtr 3,1,17,Unknown,Curtiss,Curtiss C 46Fb,pak tha laos,America Air,0.0,6.0,6.0,1963-01-17
1963,Qtr 3,1,27,Unknown,De Havilland,De Havilland Comet 4Csu Ald,off bandra maharashtra,India United Arab Airlines,0.0,63.0,63.0,1963-01-27
1963,Qtr 3,1,4,Brazil,Douglas,Douglas Dc 3Pp,ibicaré brazil,Sadai,0.0,10.0,10.0,1963-01-04
1963,Qtr 3,1,10,Unknown,Consolidated,Catalina Flying Boatl 865,cape desolation greenland,Force Air Danish,0.0,13.0,13.0,1963-01-10
1963,Qtr 3,1,12,Unknown,Vickers Viscount,Vickers Viscount 708F Bgnv,lyon france,Inter Air,1.0,20.0,20.0,1963-01-12
1963,Qtr 3,1,14,United States,Curtiss,Curtiss C 46F,near great falls montana,Co. Import & Export  Air American,0.0,1.0,2.0,1963-01-14
1963,Qtr 3,1,17,Unknown,De Havilland,De Havilland Dh 114 Heronja6155,hachijo-jima island japan,Kai Kabushki Koku Fujita,0.0,19.0,19.0,1963-01-17
1963,Qtr 3,1,21,Unknown,Tupolev,Tupolev Tu 124Cccp,near leningrad  russia,Aeroflot,0.0,0.0,52.0,1963-01-21
1963,Qtr 3,1,24,Unknown,Ilyushin,Ilyushin Il 14Pcccp,near kutaisa russia,Aeroflot,0.0,32.0,32.0,1963-01-24
1963,Qtr 3,1,28,United States,Boeing,Boeing Kc 135A / Boeing Kc,off miami florida,Air U.S.  - Military / Force Air U.S. - Military,0.0,11.0,11.0,1963-01-28
1963,Qtr 3,1,2,Unknown,Curtiss,Curtiss C 46 Commando,northeast laos?,Unknown,0.0,15.0,16.0,1963-01-02
1963,Qtr 3,1,4,Switzerland,Sud Aviation,Sud Aviation Caravelle Iiihg,durrenasch aargau,Switzerland Swissair,0.0,80.0,80.0,1963-01-04
1963,Qtr 3,1,11,India,Vickers Viscount,Vickers Viscount 768Dvt Dio,near patti india,Airlines Indian,0.0,18.0,18.0,1963-01-11
1963,Qtr 3,1,12,Unknown,Vickers Viking,Vickers Viking 1Bf Bjer,perpignan france,Nautic Air,0.0,40.0,40.0,1963-01-12
1963,Qtr 3,1,22,United States,Douglas,Douglas C 133A56,off dover deleware,Force Air U.S. - Military,0.0,10.0,10.0,1963-01-22
1963,Qtr 4,1,9,Unknown,Douglas,Douglas C 74Hp,near marseilles france,Panama de Aeronaves,0.0,6.0,6.0,1963-01-09
1963,Qtr 4,1,14,Unknown,Boeing Vetrol 107 Ii,Boeing Vetrol 107 Ii Helicoptern6673D,jamaica new,Airways York YorkNew,0.0,6.0,6.0,1963-01-14
1963,Qtr 4,1,18,Unknown,Antonov,Antonov An 12,near aswan egypt,Force Air Soviet - Military,0.0,31.0,31.0,1963-01-18
1963,Qtr 4,1,20,Unknown,Ilyushin,Ilyushin Il 14Cccp,hayes island russia,Aeroflot,0.0,7.0,7.0,1963-01-20
1963,Qtr 4,1,22,Unknown,Bac,Bac One Eleven 200Abg,near tisbury england,Corporation Aircraft British,0.0,7.0,7.0,1963-01-22
1963,Qtr 4,1,8,Finland,Douglas,Douglas Dc 3Oh,mariehamn aaland,Finland          Island Finnair,0.0,22.0,24.0,1963-01-08
1963,Qtr 4,1,29,Unknown,McDonnell Douglas,Mcdonnell Douglas Dc 8F,ste. therese de blainville canada,Lines Air Canada Trans,0.0,118.0,118.0,1963-01-29
1963,Qtr 4,1,7,United States,Curtiss,Curtis C 46A,near nederland colorado,Transport Air Zantop,0.0,3.0,3.0,1963-01-07
1963,Qtr 4,1,8,United States,Boeing,Boeing B 707,elkton maryland,Airways World American Pan,0.0,81.0,81.0,1963-01-08
1963,Qtr 4,1,12,Unknown,Douglas,Douglas C 54Aod,gazni afghanistan,Airways Mediterranean Trans,0.0,3.0,3.0,1963-01-12
1963,Qtr 4,1,15,Unknown,Vickers Viking,Vickers 634 Viking 1Bsu Afk,cairo egypt,Misrair,0.0,6.0,6.0,1963-01-15
1963,Qtr 4,1,17,United States,Douglas,Douglas Dc 6Bn93131,los angeles california,Airlines Western,0.0,0.0,46.0,1963-01-17
1964,Qtr 1,1,9,Unknown,Douglas,Douglas Dc 3Lv,zarate argentina,Argentina Litoral Aerolineas,0.0,28.0,30.0,1964-01-09
1964,Qtr 1,1,3,United States,Beech,Beech D18Sn2999,gainsville florida,Airlines Central South,0.0,10.0,10.0,1964-01-03
1964,Qtr 1,1,3,Unknown,Douglas,Douglas C 47Atc,near ankara turkey,(THY) Airlines Turkish,0.0,3.0,3.0,1964-01-03
1964,Qtr 1,1,4,Unknown,Douglas,Douglas Dc 3Cp,yacuiba bolivia,Boliviano Aéreo Lloyd,0.0,2.0,29.0,1964-01-04
1964,Qtr 1,1,18,India,Ilyushin,Ilyushin Il 14,banihal pass india,Force Air Indian - Military,0.0,13.0,13.0,1964-01-18
1964,Qtr 1,1,21,Unknown,Douglas,Douglas Dc 3Pi,marawi philippines,Lines Air Philippine,0.0,31.0,32.0,1964-01-21
1964,Qtr 1,1,25,Unknown,McDonnell Douglas,Mcdonnell Douglas Dc 8,lake pontchartrain new,Louisiana          Orleans Eastern Air Lines,0.0,58.0,58.0,1964-01-25
1964,Qtr 1,1,27,Unknown,Convair,Convair Cv 240,oita japan,Airlines Fuji,0.0,20.0,42.0,1964-01-27
1964,Qtr 1,1,29,Unknown,Bristol,Bristol Britannia 312G Aovo,near innsbruck austria,Airlines International Eagle British,0.0,83.0,83.0,1964-01-29
1964,Qtr 1,1,1,United States,Lockheed,Lockheed 049 Constellationn86504,near zephyr cove nevada,Airlines Paradise,0.0,85.0,85.0,1964-01-01
1964,Qtr 1,1,4,India,Fairchild,Fairchild C 119,barrackpore india,Force Air Indian - Military,0.0,22.0,22.0,1964-01-04
1964,Qtr 1,1,8,Unknown,Douglas,Douglas Dc 3Hk,bogota colombia,Santander de Aereo Taxi,0.0,28.0,28.0,1964-01-08
1964,Qtr 1,1,8,Unknown,Douglas,Douglas Dc 3N410D,near chicago illinoissnow valley ski lines,Unknown,0.0,1.0,30.0,1964-01-08
1964,Qtr 1,1,10,United States,Douglas,Douglas Dc 4N384,boston massachutes,Cargo - Airways Slick,0.0,3.0,3.0,1964-01-10
1964,Qtr 1,1,12,United States,Douglas,Douglas Dc 3Cn61442,miles city montana,Airlines Frontier,0.0,5.0,5.0,1964-01-12
1964,Qtr 1,1,20,Unknown,Piper,Piper Pa 23N4320P,near danbury north,Taxi Air CarolinaCommercial,0.0,3.0,3.0,1964-01-20
1964,Qtr 1,1,28,Unknown,Vickers Viscount,Vickers Viscount 785Di Lake,mt. vesuvius italy,Alitalia,0.0,45.0,45.0,1964-01-28
1964,Qtr 1,1,28,Unknown,Douglas,Douglas C 54A,north pacific oceanprivate - facilities management co.,Unknown,0.0,9.0,9.0,1964-01-28
1964,Qtr 2,1,12,Unknown,Douglas,Douglas Dc 3Vr,hargeisa somalia,Airways Aden,0.0,15.0,15.0,1964-01-12
1964,Qtr 2,1,17,United States,Cessna,Cessna 185N9984X,elim alaska,Inc. Airlines Alaska Wein,0.0,2.0,2.0,1964-01-17
1964,Qtr 2,1,17,Unknown,Sud Aviation,Sud Aviation Caravelle 3Od Aem,dhahran saudi,Airlines East ArabiaMiddle,0.0,49.0,49.0,1964-01-17
1964,Qtr 2,1,18,United States,Fairchild,Fairchild C 119G / Fairchild C,wilmington ohio,Force Air US -  Military,0.0,17.0,19.0,1964-01-18
1964,Qtr 2,1,7,United States,Fairchild,Fairchild F 27An2770R,san ramon california,Lines Air Pacific,0.0,44.0,44.0,1964-01-07
1964,Qtr 2,1,8,Unknown,Douglas,Douglas C 54T,near lima peru,Argentina Aérea Fuerza,0.0,46.0,49.0,1964-01-08
1964,Qtr 2,1,11,Unknown,Boeing,Boeing C 135B62,papanga philippines,Force Air U.S. - Military,1.0,79.0,84.0,1964-01-11
1964,Qtr 2,1,11,Spain,Lockheed,Lockheed P 2E Neptune131481,off rota spain,Navy Air US - Military,0.0,10.0,10.0,1964-01-11
1964,Qtr 2,1,20,Unknown,De Havilland,De Havilland Canada Dhc 3 Otterpi,sibuco point  air,Lines,0.0,11.0,11.0,1964-01-20
1964,Qtr 2,1,27,Brazil,Douglas,Douglas C 47,itapecerica da serra brazil,VASP,0.0,3.0,3.0,1964-01-27
1964,Qtr 2,1,13,Unknown,Douglas,Douglas C 47Ahz,jeddah saudia,Saudia Arabia          ArabiaJeddah Saudi Arabian Airlines,0.0,2.0,2.0,1964-01-13
1964,Qtr 2,1,20,Unknown,Curtiss,Curtiss C 46,taichung taiwan,Transport Air Civil,0.0,57.0,57.0,1964-01-20
1964,Qtr 2,1,21,Spain,Douglas,Douglas Dc 3Ec,off palma de mallorca spain,TASSA,0.0,1.0,28.0,1964-01-21
1964,Qtr 3,1,8,United States,Caravelle,Caravelle Virn1007U,knoxville tennessee,Lines Air United,0.0,1.0,53.0,1964-01-08
1964,Qtr 3,1,9,United States,Vickers Viscount,Vickers Viscount 745Dn7405,parrottsville tennesee,Lines Air United,0.0,39.0,39.0,1964-01-09
1964,Qtr 3,1,15,Unknown,Boeing,Boeing 720D Abdop,ansbach germany,Lufthansa,0.0,3.0,3.0,1964-01-15
1964,Qtr 3,1,16,United States,Douglas,Douglas Dc 7Bn809D,richmond virginia,Lines Air Eastern,0.0,0.0,76.0,1964-01-16
1964,Qtr 3,1,31,United States,Beechcraft,Beechcraft 35 B33 Debonairn8972M,near nashville tennesee,Private,0.0,2.0,2.0,1964-01-31
1964,Qtr 3,1,22,Unknown,Douglas,Douglas C 47A,near tipuani bolivia,Cochabamba Aéreos Servicios,0.0,4.0,4.0,1964-01-22
1964,Qtr 3,1,2,Unknown,Ilyushin,Ilyushin Il 18Bcccp,island of sakhalin russia,Aeroflot,0.0,87.0,87.0,1964-01-02
1964,Qtr 3,1,4,Brazil,Vickers Viscount,Vickers Viscount 710Cpp Srr,pico da caledonia brazil,VASP,0.0,39.0,39.0,1964-01-04
1964,Qtr 3,1,4,Unknown,Douglas,Douglas C 47,near vaong nong thailand,Force Air Thai Royal - Military,0.0,28.0,34.0,1964-01-04
1964,Qtr 3,1,15,Unknown,Douglas,Douglas C 47Ahk,near condoto colombia,Avianca,0.0,2.0,2.0,1964-01-15
1964,Qtr 4,1,2,Unknown,Lockheed,Lockheed L 749A,addis ababa ethiopia,Interocean,0.0,1.0,7.0,1964-01-02
1964,Qtr 4,1,2,Unknown,Douglas,Douglas Dc 6Bf,near trevelez granada,Spain Union des Transportes Aeriens,0.0,80.0,80.0,1964-01-02
1964,Qtr 4,1,9,Unknown,Ilyushin,Ilyushin Il 14Yr,near sibiu romania,TAROM,0.0,32.0,32.0,1964-01-09
1964,Qtr 4,1,19,Serbia,Ilyushin,Ilyushin Il 18Cccp,near belgrade yugoslavia,Force Air Soviet - Military,0.0,33.0,33.0,1964-01-19
1964,Qtr 4,1,27,United States,Douglas,Douglas A 3D Skywarrior,el centro california,Navy US - Military,6.0,3.0,3.0,1964-01-27
1964,Qtr 4,1,3,United States,Beechcraft,Beechcraft C45Gn2849G,branson colorado,Aviati Mustang,0.0,5.0,5.0,1964-01-03
1964,Qtr 4,1,15,United States,Fairchild,Fairchild F 27An745L,las vegas nevada,Airlines Bonanza,0.0,29.0,29.0,1964-01-15
1964,Qtr 4,1,17,Canada,Lockheed,Lockheed P 3A151362,off argentia newfoundland,Canada Military - U.S. Navy,0.0,10.0,10.0,1964-01-17
1964,Qtr 4,1,20,Unknown,Convair,Convair Cv 440Se,angelholm sweden,Linjeflyg,0.0,31.0,43.0,1964-01-20
1964,Qtr 4,1,23,Unknown,Boeing,Boeing B 707,rome italy,Airlines World Trans,0.0,50.0,73.0,1964-01-23
1964,Qtr 4,1,29,Unknown,Douglas,Douglas Dc 4Oo,leopoldville democratic,BIAS Congo CongoAir,0.0,6.0,14.0,1964-01-29
1964,Qtr 4,1,8,Unknown,Douglas,Douglas Dc 3Cp,tripuani bolivia,Abaroa Aerolineas,0.0,17.0,17.0,1964-01-08
1964,Qtr 4,1,11,Unknown,Fairchild,Fairchild C 123,near da nang south,Force Air Vietnamese - VietnamMilitary,0.0,38.0,38.0,1964-01-11
1964,Qtr 4,1,21,Unknown,Douglas,Douglas Dc 3Pi,near kaliba philippines,Transport System Airways Fleming,0.0,1.0,39.0,1964-01-21
1964,Qtr 4,1,24,United States,Lockheed,Lockheed L 1049H Super Constellationn6915C,near san francisco california,Line Tiger Flying,0.0,3.0,3.0,1964-01-24
1964,Qtr 4,1,24,Unknown,Douglas,Douglas Dc 3Ob,yurimaguas peru,SATCO,0.0,1.0,23.0,1964-01-24
1964,Qtr 4,1,29,Unknown,Curtiss,Curtiss C 46Cc,near turrialba costa,Americana Sud Aéreas RicaLineas,0.0,5.0,5.0,1964-01-29
1964,Qtr 4,1,30,United States,Curtiss,Curtis C 46An608Z,detroit michigan,Transport Air Zantop,0.0,4.0,4.0,1964-01-30
1965,Qtr 1,1,2,Unknown,Lisunov,Lisunov Li 2Cccp,near darwaza russia,Aeroflot,0.0,24.0,24.0,1965-01-02
1965,Qtr 1,1,3,Unknown,Ilyushin,Ilyushin Il 18Bcccp,alma-ata kazakhstan,Kazakhstan / Aeroflot,0.0,64.0,103.0,1965-01-03
1965,Qtr 1,1,16,United States,Boeing,Boeing Kc 135A57,wichita kansas,Force Air U.S. - Military,23.0,7.0,7.0,1965-01-16
1965,Qtr 1,1,17,Unknown,Curtiss,Curtiss C 46Xa,near durango mexico,Norte del Aerovias,0.0,10.0,10.0,1965-01-17
1965,Qtr 1,1,22,Unknown,Douglas,Douglas C 124C52,mt. helmos. greecemilitary - u.s. air force,Unknown,0.0,10.0,10.0,1965-01-22
1965,Qtr 1,1,6,Unknown,Douglas,Douglas Dc 6Bcc,san jose volcano chile,LAN,0.0,87.0,87.0,1965-01-06
1965,Qtr 1,1,8,United States,Douglas,Douglas Dc 7Bn849D,off jones beach wantagh,New York Eastern Air Lines,0.0,84.0,84.0,1965-01-08
1965,Qtr 1,1,13,Unknown,Ilyushin,Ilyushin Il 14Pcccp,near shirinbulak azerbaijan,Aeroflot,0.0,23.0,23.0,1965-01-13
1965,Qtr 1,1,13,United States,Curtiss,Curtiss C 46Ays,miami florida,Salvador El Aerolineas,0.0,2.0,2.0,1965-01-13
1965,Qtr 1,1,2,Unknown,Unknown,Li 2Cccp,near aradan russia,Aeroflot,0.0,31.0,31.0,1965-01-02
1965,Qtr 1,1,8,Unknown,Douglas,Douglas Dc 3Pi,libmanan philippines,Airways) Orient (Filipinas Fairways,0.0,10.0,12.0,1965-01-08
1965,Qtr 1,1,8,Unknown,Tupolev,Tupolev Tu 124Vcccp,kuibyshev  russia,Aeroflot,0.0,30.0,30.0,1965-01-08
